meal_id,meal_name,cycle_phase,meal_type,dietary_tags,contains_nuts,contains_dairy,contains_gluten,contains_shellfish,contains_eggs,contains_soy,contains_sesame,allergens
MEAL-0452,Lentil and Spinach Breakfast Bowl (Family Size),menstrual,breakfast,vegetarian,false,false,false,false,false,false,false,
MEAL-0453,Salmon Avocado Toast (Low Carb),menstrual,breakfast,pescatarian,false,false,true,false,false,false,false,gluten
MEAL-0454,Beetroot and Berry Smoothie (Seasonal),menstrual,breakfast,vegan,false,false,false,false,false,true,false,soy
MEAL-0455,Fortified Cereal with Dried Apricots (Light Version),menstrual,breakfast,vegan,false,false,false,false,false,true,false,soy
MEAL-0456,Trail Mix with Dark Chocolate (High Protein),menstrual,snack,vegan,false,false,false,false,false,true,false,soy
MEAL-0457,Ginger Tea with Honey (Quick Prep),menstrual,snack,vegetarian,false,false,false,false,true,false,false,eggs
MEAL-0458,Beetroot Hummus with Veggies (Family Size),menstrual,snack,vegan,false,false,false,false,false,false,false,
MEAL-0459,Warm Cinnamon Apple Slices (Low Carb),menstrual,snack,vegan,false,false,false,false,false,true,false,soy
MEAL-0460,Energy Date Balls (Seasonal),menstrual,snack,vegan,false,false,false,false,false,true,false,soy
MEAL-0461,Molasses and Tahini Dip (Light Version),menstrual,snack,vegan,false,false,false,false,false,true,true,soy;sesame
MEAL-0462,Spinach and Cheese Muffin (High Protein),menstrual,snack,vegetarian,false,false,false,false,true,false,false,eggs
MEAL-0463,Lentil and Kale Soup (Quick Prep),menstrual,lunch,vegan,false,false,false,false,false,false,false,
MEAL-0464,Salmon Teriyaki Rice Bowl (Family Size),menstrual,lunch,pescatarian;gluten_free,false,false,false,false,false,false,false,
MEAL-0465,Spinach and Chickpea Curry (Low Carb),menstrual,lunch,vegan,false,false,false,false,false,false,false,
MEAL-0466,Beef and Broccoli Stir-Fry (Seasonal),menstrual,lunch,gluten_free;dairy_free,false,false,false,false,false,false,false,
MEAL-0467,Mediterranean Sardine Salad (Light Version),menstrual,lunch,pescatarian;gluten_free,false,false,false,false,false,false,false,
MEAL-0468,Black Bean and Quinoa Bowl (High Protein),menstrual,lunch,vegan;gluten_free,false,false,false,false,false,false,false,
MEAL-0469,Liver Pate Sandwich (Quick Prep),menstrual,lunch,dairy_free,false,false,true,false,false,false,false,gluten
MEAL-0470,Lamb and Lentil Stew (Family Size),menstrual,dinner,gluten_free;dairy_free,false,false,false,false,false,false,false,
MEAL-0471,Baked Salmon with Sweet Potato (Low Carb),menstrual,dinner,pescatarian;gluten_free,false,false,false,false,false,false,false,
MEAL-0472,Dark Chocolate Chili Con Carne (Seasonal),menstrual,dinner,gluten_free,false,false,false,false,false,false,false,
MEAL-0473,Tofu and Mushroom Ramen (Light Version),menstrual,dinner,vegan,false,false,false,false,false,true,false,soy
MEAL-0474,Chicken Liver Pate with Crostini (High Protein),menstrual,dinner,dairy_free,false,false,true,false,false,false,false,gluten
MEAL-0475,Venison Steak with Red Cabbage (Quick Prep),menstrual,dinner,gluten_free;dairy_free,false,false,false,false,false,false,false,
MEAL-0476,Mussels in White Wine Sauce (Family Size),menstrual,dinner,pescatarian,false,false,false,true,false,false,false,shellfish
MEAL-0477,Protein Pancakes with Berries (Low Carb),follicular,breakfast,vegetarian,false,false,false,false,true,false,false,eggs
MEAL-0478,Scrambled Eggs with Smoked Turkey (Seasonal),follicular,breakfast,dairy_free,false,false,false,false,true,false,false,eggs
MEAL-0479,Acai Berry Bowl (Light Version),follicular,breakfast,vegan,false,false,false,false,false,true,false,soy
MEAL-0480,Quinoa Breakfast Porridge (High Protein),follicular,breakfast,vegan,false,false,false,false,false,true,false,soy
MEAL-0481,Greek Yogurt Parfait (Quick Prep),follicular,breakfast,vegetarian;gluten_free,false,true,false,false,true,false,false,dairy;eggs
MEAL-0482,Egg White Veggie Scramble (Family Size),follicular,breakfast,vegetarian;gluten_free,false,false,false,false,true,false,false,eggs
MEAL-0483,Cottage Cheese and Fruit Bowl (Low Carb),follicular,breakfast,vegetarian;gluten_free,false,true,false,false,true,false,false,dairy;eggs
MEAL-0484,Boiled Eggs and Cherry Tomatoes (Seasonal),follicular,snack,vegetarian;gluten_free,false,false,false,false,true,false,false,eggs
MEAL-0485,Berries and Almond Butter (Light Version),follicular,snack,vegan;gluten_free,true,false,false,false,false,true,false,nuts;soy
MEAL-0486,Chicken Jerky Strips (High Protein),follicular,snack,gluten_free;dairy_free,false,false,false,false,false,false,false,
MEAL-0487,Edamame with Sea Salt (Quick Prep),follicular,snack,vegan;gluten_free,false,false,false,false,false,true,false,soy
MEAL-0488,Protein Smoothie (Family Size),follicular,snack,vegetarian;gluten_free,false,false,false,false,true,false,false,eggs
MEAL-0489,Turkey Roll-Ups (Low Carb),follicular,snack,gluten_free;dairy_free,false,false,false,false,false,false,false,
MEAL-0490,Rice Cake with Tuna (Seasonal),follicular,snack,gluten_free;dairy_free,false,false,false,false,false,false,false,
MEAL-0491,Grilled Chicken Quinoa Bowl (Light Version),follicular,lunch,gluten_free;dairy_free,false,false,false,false,false,false,false,
MEAL-0492,Tuna Nicoise Salad (High Protein),follicular,lunch,pescatarian;gluten_free,false,false,false,false,false,false,false,
MEAL-0493,Turkey and Avocado Wrap (Quick Prep),follicular,lunch,dairy_free,false,false,false,false,false,false,false,
MEAL-0494,Egg Fried Rice with Vegetables (Family Size),follicular,lunch,vegetarian;dairy_free,false,false,false,false,true,false,false,eggs
MEAL-0495,Chicken Caesar Salad (Low Carb),follicular,lunch,omnivore,false,true,false,false,false,false,false,dairy
MEAL-0496,Prawn Stir-Fry Noodles (Seasonal),follicular,lunch,pescatarian;dairy_free,false,false,false,true,false,false,false,shellfish
MEAL-0497,Greek Chicken Souvlaki Bowl (Light Version),follicular,lunch,omnivore,false,false,false,false,false,false,false,
MEAL-0498,Grilled Steak with Asparagus (High Protein),follicular,dinner,gluten_free;dairy_free,false,false,false,false,false,false,false,
MEAL-0499,Chicken Stir-Fry with Cashews (Quick Prep),follicular,dinner,dairy_free,true,false,false,false,false,false,false,nuts
MEAL-0500,Baked Cod with Herbed Couscous (Family Size),follicular,dinner,pescatarian;dairy_free,false,false,true,false,false,false,false,gluten
