meal_id,cycle_phase,meal_type,meal_name,description,key_nutrients,calories,iron_mg,magnesium_mg,omega3_g,vitamin_c_mg,prep_time_min,dietary_tags
MEAL-0233,menstrual,snack,Ginger Tea with Honey (Light Version),Fresh ginger steeped in hot water with raw honey and lemon. Soothes cramps and aids digestion.,antioxidants;anti_inflammatory,162,5.7,79.1,1.17,17.6,5,vegetarian
MEAL-0234,menstrual,snack,Beetroot Hummus with Veggies (High Protein),Roasted beetroot blended with chickpeas and tahini. Served with carrot and cucumber sticks. Rich in iron and folate.,iron;folate;fiber,103,9.0,95.9,1.1,38.1,7,vegan
MEAL-0235,menstrual,snack,Warm Cinnamon Apple Slices (Quick Prep),Sliced apple baked with cinnamon and a drizzle of almond butter. Provides fiber and comfort.,fiber;vitamin_c;healthy_fats,258,6.1,71.1,0.97,39.8,10,vegan
MEAL-0236,menstrual,snack,Energy Date Balls (Family Size),"Dates, cacao, almond butter, and rolled oats blended and rolled. Natural sugar and iron boost.",iron;magnesium;fiber,160,7.0,97.3,1.03,17.9,7,vegan
MEAL-0237,menstrual,snack,Molasses and Tahini Dip (Low Carb),"Blackstrap molasses mixed with tahini and sesame seeds. Extremely high in iron, served with crackers.",iron;calcium;magnesium,116,4.1,118.0,1.08,42.1,11,vegan
MEAL-0238,menstrual,snack,Spinach and Cheese Muffin (Seasonal),"Mini muffins with spinach and cheddar. Warm, comforting, iron-containing snack.",iron;calcium;protein,103,4.9,106.5,0.63,42.1,9,vegetarian
MEAL-0239,menstrual,lunch,Lentil and Kale Soup (Light Version),"Hearty red lentil soup with kale, tomatoes, cumin, and turmeric. A warming, iron-rich meal that fights inflammation.",iron;fiber;vitamin_c,573,7.6,113.7,0.84,34.8,36,vegan
MEAL-0240,menstrual,lunch,Salmon Teriyaki Rice Bowl (High Protein),"Grilled salmon with brown rice, edamame, and steamed broccoli. Excellent omega-3 and iron content.",omega3;iron;protein,617,7.8,91.5,0.8,37.6,26,pescatarian;gluten_free
MEAL-0241,menstrual,lunch,Spinach and Chickpea Curry (Quick Prep),Chickpeas simmered with spinach in a spiced coconut sauce. Served with basmati rice. Deeply nourishing.,iron;protein;vitamin_c,427,7.7,81.4,1.07,15.1,37,vegan
MEAL-0242,menstrual,lunch,Beef and Broccoli Stir-Fry (Family Size),"Lean beef strips with broccoli, bell pepper, and sesame. High in heme iron and vitamin C for absorption.",iron;protein;vitamin_c,508,5.8,91.0,0.69,35.2,33,gluten_free;dairy_free
MEAL-0243,menstrual,lunch,Mediterranean Sardine Salad (Low Carb),"Sardines on a bed of mixed greens with olives, tomatoes, and lemon vinaigrette. Omega-3 and iron-packed.",omega3;iron;calcium,677,5.8,98.7,1.0,36.1,19,pescatarian;gluten_free
MEAL-0244,menstrual,lunch,Black Bean and Quinoa Bowl (Seasonal),"Black beans with quinoa, roasted red pepper, and avocado. Plant-based iron and complete protein.",iron;protein;fiber,606,7.4,94.7,0.96,15.8,24,vegan;gluten_free
MEAL-0245,menstrual,lunch,Liver Pate Sandwich (Light Version),Chicken liver pate on wholegrain bread with cornichons and watercress. Highest bioavailable iron source.,iron;vitamin_a;vitamin_b12,394,4.3,60.0,0.97,47.4,22,dairy_free
MEAL-0246,menstrual,dinner,Lamb and Lentil Stew (High Protein),"Slow-cooked lamb with lentils, carrots, and rosemary. Rich in heme iron and warming spices.",iron;protein;zinc,642,9.0,111.5,0.71,19.8,40,gluten_free;dairy_free
MEAL-0247,menstrual,dinner,Baked Salmon with Sweet Potato (Quick Prep),Oven-baked salmon fillet with roasted sweet potato and steamed greens. Anti-inflammatory omega-3 powerhouse.,omega3;vitamin_a;iron,453,8.2,112.0,0.82,43.4,56,pescatarian;gluten_free
MEAL-0248,menstrual,dinner,Dark Chocolate Chili Con Carne (Family Size),Black beans and beef in a rich tomato sauce with a square of dark chocolate. Unique iron and magnesium combination.,iron;magnesium;protein,694,7.7,86.4,0.41,28.9,47,gluten_free
MEAL-0249,menstrual,dinner,Tofu and Mushroom Ramen (Low Carb),"Silken tofu in a ginger-miso broth with shiitake mushrooms, nori, and spring onions. Warm and restorative.",iron;protein;vitamin_b12,656,8.0,65.9,0.61,44.7,37,vegan
MEAL-0250,menstrual,dinner,Chicken Liver Pate with Crostini (Seasonal),Smooth chicken liver pate with wholegrain crostini and cornichons. Extremely high in bioavailable iron.,iron;vitamin_a;vitamin_b12,334,8.6,61.2,1.06,25.3,32,dairy_free
MEAL-0251,menstrual,dinner,Venison Steak with Red Cabbage (Light Version),Pan-seared venison with braised red cabbage and roasted parsnips. Very high in heme iron.,iron;protein;vitamin_c,627,7.6,66.6,0.76,46.8,47,gluten_free;dairy_free
MEAL-0252,menstrual,dinner,Mussels in White Wine Sauce (High Protein),"Mussels steamed in white wine, garlic, and parsley. Served with crusty bread. Rich in iron and B12.",iron;vitamin_b12;omega3,768,8.3,70.4,0.78,36.8,47,pescatarian
MEAL-0253,follicular,breakfast,Protein Pancakes with Berries (Quick Prep),"Fluffy pancakes made with protein powder, oats, and eggs. Topped with fresh blueberries and Greek yogurt.",protein;antioxidants;calcium,317,5.5,45.8,0.28,21.6,24,vegetarian
MEAL-0254,follicular,breakfast,Scrambled Eggs with Smoked Turkey (Family Size),"Free-range eggs scrambled with smoked turkey, cherry tomatoes, and wholegrain toast. High-protein energy start.",protein;vitamin_b12;selenium,438,3.2,69.7,0.3,47.9,10,dairy_free
MEAL-0255,follicular,breakfast,Acai Berry Bowl (Low Carb),"Acai blended with banana and topped with granola, strawberries, and coconut flakes. Antioxidant-rich energy bowl.",antioxidants;vitamin_c;fiber,317,4.4,74.6,0.56,25.0,23,vegan
MEAL-0256,follicular,breakfast,Quinoa Breakfast Porridge (Seasonal),"Quinoa cooked in almond milk with cinnamon, walnuts, and fresh pear. Complete protein and sustained energy.",protein;fiber;omega3,457,3.6,77.7,0.37,37.1,22,vegan
MEAL-0257,follicular,breakfast,Greek Yogurt Parfait (Light Version),"Thick Greek yogurt layered with honey, mixed nuts, and pomegranate seeds. Protein-rich and energizing.",protein;calcium;antioxidants,279,3.8,77.6,0.21,49.6,15,vegetarian;gluten_free
MEAL-0258,follicular,breakfast,Egg White Veggie Scramble (High Protein),"Egg whites with spinach, mushrooms, and bell peppers. Light, high-protein, energizing.",protein;vitamin_c;iron,514,3.8,74.8,0.21,37.5,16,vegetarian;gluten_free
MEAL-0259,follicular,breakfast,Cottage Cheese and Fruit Bowl (Quick Prep),"Cottage cheese with fresh peach, walnuts, and a drizzle of honey. Casein protein for sustained energy.",protein;calcium;vitamin_c,489,3.7,45.3,0.53,23.2,11,vegetarian;gluten_free
MEAL-0260,follicular,snack,Boiled Eggs and Cherry Tomatoes (Family Size),"Two boiled eggs with a handful of cherry tomatoes and sea salt. Simple, protein-packed snack.",protein;vitamin_d;lycopene,237,3.1,52.5,0.66,28.3,5,vegetarian;gluten_free
MEAL-0261,follicular,snack,Berries and Almond Butter (Low Carb),Fresh mixed berries with a tablespoon of almond butter. Antioxidants plus healthy fats.,antioxidants;healthy_fats;vitamin_e,151,3.6,43.4,0.61,23.8,6,vegan;gluten_free
MEAL-0262,follicular,snack,Chicken Jerky Strips (Seasonal),Lean chicken jerky with cracked pepper. Portable high-protein snack for active days.,protein;iron;zinc,182,3.4,64.7,0.58,49.3,14,gluten_free;dairy_free
MEAL-0263,follicular,snack,Edamame with Sea Salt (Light Version),Steamed edamame pods with flaky sea salt. Plant protein and isoflavones.,protein;fiber;isoflavones,130,5.1,91.3,0.46,47.8,11,vegan;gluten_free
MEAL-0264,follicular,snack,Protein Smoothie (High Protein),"Whey protein blended with banana, spinach, and peanut butter. Quick refuel after morning workout.",protein;potassium;iron,185,4.6,68.1,0.34,53.6,6,vegetarian;gluten_free
MEAL-0265,follicular,snack,Turkey Roll-Ups (Quick Prep),Sliced turkey breast rolled around cucumber and mustard. Lean protein portable snack.,protein;vitamin_b6;selenium,234,4.8,74.5,0.65,58.8,10,gluten_free;dairy_free
MEAL-0266,follicular,snack,Rice Cake with Tuna (Family Size),Rice cake topped with canned tuna and a squeeze of lemon. Quick protein hit.,protein;omega3;selenium,163,5.2,85.1,0.71,47.3,12,gluten_free;dairy_free
MEAL-0267,follicular,lunch,Grilled Chicken Quinoa Bowl (Low Carb),"Grilled chicken breast on a bed of quinoa with avocado, black beans, corn, and lime dressing. Complete balanced meal.",protein;fiber;healthy_fats,391,5.2,79.0,0.44,25.0,34,gluten_free;dairy_free
MEAL-0268,follicular,lunch,Tuna Nicoise Salad (Seasonal),"Seared tuna with green beans, boiled egg, olives, and new potatoes. Classic protein-rich lunch.",protein;omega3;vitamin_d,457,5.3,42.6,0.6,44.1,20,pescatarian;gluten_free
MEAL-0269,follicular,lunch,Turkey and Avocado Wrap (Light Version),"Sliced turkey with avocado, lettuce, and mustard in a wholegrain wrap. Lean protein with healthy fats.",protein;healthy_fats;fiber,644,4.5,95.2,0.44,55.0,39,dairy_free
MEAL-0270,follicular,lunch,Egg Fried Rice with Vegetables (High Protein),"Brown rice stir-fried with eggs, peas, carrots, and spring onions. Quick, energizing, protein-rich.",protein;fiber;vitamin_a,440,4.6,79.0,0.68,57.9,26,vegetarian;dairy_free
MEAL-0271,follicular,lunch,Chicken Caesar Salad (Quick Prep),"Grilled chicken on romaine lettuce with parmesan, croutons, and Caesar dressing. Satisfying protein lunch.",protein;calcium;vitamin_k,638,4.3,61.9,0.33,30.7,19,omnivore
MEAL-0272,follicular,lunch,Prawn Stir-Fry Noodles (Family Size),"King prawns with rice noodles, pak choi, and chili. Light, protein-rich, energizing.",protein;omega3;vitamin_c,420,3.0,98.0,0.27,30.0,37,pescatarian;dairy_free
MEAL-0273,follicular,lunch,Greek Chicken Souvlaki Bowl (Low Carb),"Marinated chicken with tzatziki, tomato, cucumber, and wholegrain pitta. Mediterranean protein bowl.",protein;calcium;vitamin_c,540,3.5,69.5,0.62,56.2,26,omnivore
MEAL-0274,follicular,dinner,Grilled Steak with Asparagus (Seasonal),Lean sirloin steak with roasted asparagus and sweet potato wedges. Iron and protein to fuel active phases.,protein;iron;vitamin_b6,562,2.8,48.2,0.72,30.2,38,gluten_free;dairy_free
MEAL-0275,follicular,dinner,Chicken Stir-Fry with Cashews (Light Version),"Chicken breast stir-fried with bell peppers, snap peas, and cashew nuts in a light soy sauce.",protein;vitamin_c;healthy_fats,433,2.8,60.9,0.75,25.9,44,dairy_free
MEAL-0276,follicular,dinner,Baked Cod with Herbed Couscous (High Protein),"Cod fillet baked with lemon and herbs, served with fluffy couscous and roasted vegetables.",protein;omega3;fiber,686,2.8,86.9,0.62,33.9,57,pescatarian;dairy_free
MEAL-0277,follicular,dinner,Turkey Meatballs with Pasta (Quick Prep),Lean turkey meatballs in marinara sauce over wholegrain pasta. High protein recovery meal.,protein;lycopene;fiber,666,5.0,90.2,0.71,55.2,33,dairy_free
MEAL-0278,follicular,dinner,Prawn and Vegetable Curry (Family Size),"King prawns in a light coconut curry with spinach, chickpeas, and basmati rice. Lean protein with warming spices.",protein;omega3;iron,686,3.1,96.2,0.7,49.2,44,pescatarian;gluten_free
MEAL-0279,follicular,dinner,Chicken and Sweet Potato Bake (Low Carb),"Chicken thighs roasted with sweet potato, red onion, and rosemary. Simple one-tray protein dinner.",protein;vitamin_a;vitamin_b6,694,2.8,49.9,0.39,36.7,58,gluten_free;dairy_free
MEAL-0280,follicular,dinner,Salmon Pasta Bake (Seasonal),"Flaked salmon with wholegrain pasta, spinach, and a light cheese sauce. Omega-3 and protein combination.",protein;omega3;calcium,500,2.8,92.5,0.46,33.6,20,pescatarian
MEAL-0281,ovulation,breakfast,Green Goddess Smoothie (Light Version),"Kale, spinach, banana, flaxseed, and green apple blended with coconut water. Antioxidant and zinc-rich start.",antioxidants;zinc;fiber,402,3.8,66.9,0.68,37.8,22,vegan;gluten_free
MEAL-0282,ovulation,breakfast,Avocado Toast with Pumpkin Seeds (High Protein),"Sourdough toast with mashed avocado, pumpkin seeds, and a squeeze of lime. Zinc and healthy fats.",zinc;healthy_fats;vitamin_e,429,3.8,109.9,0.67,25.6,15,vegan
MEAL-0283,ovulation,breakfast,Nut and Seed Granola Bowl (Quick Prep),"Homemade granola with almonds, sunflower seeds, and hemp hearts over coconut yogurt. Zinc and antioxidant-packed.",zinc;vitamin_e;fiber,357,4.6,79.8,0.44,51.2,11,vegan
MEAL-0284,ovulation,breakfast,Smoked Salmon Bagel (Family Size),"Wholegrain bagel with smoked salmon, cream cheese, capers, and red onion. Omega-3 and zinc combination.",omega3;zinc;protein,292,4.2,54.9,0.31,31.1,17,pescatarian
MEAL-0285,ovulation,breakfast,Spinach and Mushroom Frittata (Low Carb),"Eggs baked with spinach, mushrooms, and goat cheese. Rich in zinc and B vitamins.",zinc;vitamin_b12;iron,333,3.2,79.8,0.77,31.4,12,vegetarian;gluten_free
MEAL-0286,ovulation,breakfast,Pumpkin Seed Butter on Toast (Seasonal),Wholegrain toast with pumpkin seed butter and sliced banana. High zinc plant-based breakfast.,zinc;magnesium;fiber,420,3.6,68.1,0.85,37.0,20,vegan
MEAL-0287,ovulation,breakfast,Shellfish Omelette (Light Version),"Omelette with crab meat, chives, and a side of mixed greens. Extremely high zinc content.",zinc;protein;omega3,339,4.0,104.4,0.41,29.8,10,pescatarian;gluten_free
MEAL-0288,ovulation,snack,Oyster Mushroom Crisps (High Protein),Baked oyster mushroom slices seasoned with nutritional yeast and garlic. Zinc-rich plant-based snack.,zinc;vitamin_b12;fiber,203,3.8,72.6,0.38,38.8,7,vegan;gluten_free
MEAL-0289,ovulation,snack,Mixed Nuts and Seeds (Quick Prep),"Brazil nuts, pumpkin seeds, sunflower seeds, and walnuts. Selenium, zinc, and omega-3.",zinc;selenium;omega3,210,3.4,61.9,0.35,37.8,6,vegan;gluten_free
MEAL-0290,ovulation,snack,Kale Chips with Tahini (Family Size),Baked kale chips drizzled with lemon tahini. Antioxidants and minerals.,antioxidants;calcium;zinc,200,3.5,73.3,0.69,51.0,13,vegan;gluten_free
MEAL-0291,ovulation,snack,Cucumber and Sesame Bites (Low Carb),"Cucumber rounds topped with sesame paste, sesame seeds, and a pinch of chili. Refreshing zinc snack.",zinc;calcium;fiber,121,3.7,101.3,0.44,69.6,5,vegan;gluten_free
MEAL-0292,ovulation,snack,Pomegranate and Pistachio Mix (Seasonal),Fresh pomegranate seeds with shelled pistachios. Antioxidant and zinc combination.,antioxidants;zinc;vitamin_c,115,4.6,84.2,0.86,58.3,5,vegan;gluten_free
MEAL-0293,ovulation,snack,Cashew and Cacao Bites (Light Version),Cashews blended with raw cacao and rolled in coconut. Zinc and antioxidant energy bites.,zinc;magnesium;antioxidants,186,3.5,53.1,0.56,45.0,5,vegan;gluten_free
MEAL-0294,ovulation,snack,Seaweed Snack Pack (High Protein),"Roasted nori sheets with sesame oil. Rich in zinc, iodine, and minerals.",zinc;iodine;iron,190,3.7,73.0,0.43,41.4,5,vegan;gluten_free
MEAL-0295,ovulation,lunch,Prawn and Avocado Salad (Quick Prep),"Tiger prawns with avocado, mixed leaves, mango, and lime dressing. High in zinc and healthy fats.",zinc;omega3;vitamin_c,436,2.4,89.4,0.48,38.6,17,pescatarian;gluten_free
MEAL-0296,ovulation,lunch,Spinach and Walnut Pesto Pasta (Family Size),Wholegrain pasta with homemade spinach-walnut pesto and cherry tomatoes. Plant-based zinc and antioxidants.,zinc;omega3;antioxidants,414,3.4,86.4,0.39,67.0,17,vegetarian
MEAL-0297,ovulation,lunch,Grilled Lamb Chop Salad (Low Carb),"Herb-crusted lamb chop on a bed of rocket, pomegranate, and feta. Excellent zinc and iron source.",zinc;iron;protein,404,3.4,105.6,0.61,50.3,15,gluten_free
MEAL-0298,ovulation,lunch,Sushi Bowl with Edamame (Seasonal),"Brown rice sushi bowl with salmon, edamame, avocado, and nori. Zinc and omega-3 from multiple sources.",zinc;omega3;protein,419,3.8,108.4,0.65,26.9,22,pescatarian;gluten_free
MEAL-0299,ovulation,lunch,Roasted Beetroot and Goat Cheese Salad (Light Version),"Roasted beetroot with goat cheese, walnuts, and balsamic glaze on mixed greens. Antioxidant-rich.",antioxidants;zinc;healthy_fats,506,2.5,91.0,0.36,30.3,38,vegetarian;gluten_free
MEAL-0300,ovulation,lunch,Crab and Corn Chowder (High Protein),Creamy crab and sweetcorn soup with fresh dill. One of the highest zinc lunches.,zinc;protein;vitamin_b12,517,2.8,53.3,0.8,25.3,40,pescatarian;gluten_free
MEAL-0301,ovulation,lunch,Chickpea and Pumpkin Seed Salad (Quick Prep),"Roasted chickpeas with pumpkin seeds, spinach, and tahini dressing. Plant-based zinc lunch.",zinc;fiber;iron,484,2.1,92.3,0.85,36.3,28,vegan;gluten_free
MEAL-0302,ovulation,dinner,Grilled Oysters with Lemon (Family Size),Fresh oysters grilled with garlic butter and lemon. The highest natural source of zinc available.,zinc;omega3;vitamin_b12,606,3.4,66.4,0.69,46.2,26,pescatarian;gluten_free
MEAL-0303,ovulation,dinner,Roasted Chicken with Root Vegetables (Low Carb),"Whole roasted chicken thigh with parsnips, carrots, and Brussels sprouts. Zinc and vitamin-rich dinner.",zinc;protein;vitamin_a,565,4.5,100.3,0.63,49.8,27,gluten_free;dairy_free
MEAL-0304,ovulation,dinner,Sesame-Crusted Tuna Steak (Seasonal),"Seared tuna steak with sesame crust, bok choy, and soba noodles. Zinc and omega-3 combination.",zinc;omega3;protein,633,4.5,81.7,0.31,31.1,50,pescatarian;dairy_free
MEAL-0305,ovulation,dinner,Stuffed Bell Peppers (Light Version),"Bell peppers stuffed with quinoa, black beans, corn, and pumpkin seeds. Plant-based zinc and fiber.",zinc;fiber;protein,522,3.5,60.5,0.57,67.3,26,vegan;gluten_free
MEAL-0306,ovulation,dinner,Lamb Kofta with Tabbouleh (High Protein),Spiced lamb kofta with fresh parsley tabbouleh and tzatziki. Zinc-rich Middle Eastern dinner.,zinc;protein;vitamin_c,505,3.7,62.4,0.46,54.1,22,omnivore
MEAL-0307,ovulation,dinner,Crab Linguine (Quick Prep),"Fresh crab meat tossed with linguine, chili, garlic, and parsley. Luxurious zinc-rich pasta.",zinc;protein;omega3,662,2.6,101.6,0.87,54.9,28,pescatarian;dairy_free
MEAL-0308,ovulation,dinner,Beef and Cashew Stir-Fry (Family Size),"Beef strips with cashews, broccoli, and oyster sauce over jasmine rice. Double zinc from beef and cashews.",zinc;protein;iron,603,3.0,92.1,0.35,66.4,27,dairy_free
MEAL-0309,luteal,breakfast,Sweet Potato and Banana Smoothie (Low Carb),"Baked sweet potato, banana, almond milk, and cinnamon blended smooth. Complex carbs and magnesium for PMS support.",magnesium;vitamin_b6;potassium,328,2.7,145.0,0.46,26.7,12,vegan;gluten_free
MEAL-0310,luteal,breakfast,Banana Oat Pancakes (Seasonal),Mashed banana pancakes with oats and topped with almond butter and sliced banana. B6 and magnesium-rich.,vitamin_b6;magnesium;fiber,510,2.6,125.8,0.63,37.2,18,vegan
MEAL-0311,luteal,breakfast,Brown Rice Pudding with Cardamom (Light Version),"Brown rice slow-cooked with oat milk, cardamom, and topped with pistachios. Complex carbs for mood stability.",magnesium;fiber;calcium,385,2.2,72.1,0.74,37.0,14,vegan;gluten_free
MEAL-0312,luteal,breakfast,Chickpea Flour Pancakes (Socca) (High Protein),Savory chickpea flour pancakes with roasted vegetables and tahini. Magnesium and B6 from chickpeas.,magnesium;vitamin_b6;protein,485,3.1,84.0,0.23,16.7,20,vegan;gluten_free
MEAL-0313,luteal,breakfast,Warm Millet Porridge (Quick Prep),"Millet cooked with coconut milk, dates, and walnuts. High in magnesium and B vitamins.",magnesium;vitamin_b6;omega3,503,2.3,147.4,0.34,41.7,13,vegan;gluten_free
MEAL-0314,luteal,breakfast,Buckwheat Crepes with Banana (Family Size),Buckwheat crepes filled with sliced banana and almond butter. Magnesium-rich and satisfying.,magnesium;vitamin_b6;fiber,480,4.3,114.6,0.4,33.9,23,vegan;gluten_free
MEAL-0315,luteal,breakfast,Avocado and Black Bean Breakfast Tacos (Low Carb),"Corn tortillas with black beans, avocado, and salsa. Magnesium from beans and avocado.",magnesium;fiber;vitamin_b6,475,3.3,83.8,0.76,19.1,14,vegan;gluten_free
MEAL-0316,luteal,snack,Dark Chocolate and Banana (Seasonal),A square of 85% dark chocolate with a ripe banana. Magnesium and potassium to ease PMS tension.,magnesium;potassium;antioxidants,227,3.9,66.0,0.47,28.2,9,vegan;gluten_free
MEAL-0317,luteal,snack,Roasted Chickpeas (Light Version),"Crispy roasted chickpeas with cumin and paprika. Magnesium, B6, and satisfying crunch.",magnesium;vitamin_b6;fiber,246,3.4,145.9,0.29,36.8,12,vegan;gluten_free
MEAL-0318,luteal,snack,Yogurt with Sunflower Seeds (High Protein),Greek yogurt topped with sunflower seeds and a drizzle of honey. Calcium and magnesium.,calcium;magnesium;protein,218,2.5,149.8,0.6,29.7,13,vegetarian;gluten_free
MEAL-0319,luteal,snack,Banana and Walnut Muffin (Quick Prep),"Wholegrain muffin with banana and walnuts. Complex carbs, B6, and omega-3.",vitamin_b6;omega3;fiber,172,3.1,73.1,0.53,44.5,11,vegetarian
MEAL-0320,luteal,snack,Chamomile Tea with Almond Milk (Family Size),Soothing chamomile tea with warm almond milk and a pinch of cinnamon. Calming and magnesium-supportive.,magnesium;calcium;antioxidants,278,2.1,138.1,0.79,20.6,8,vegan;gluten_free
MEAL-0321,luteal,snack,Pumpkin Seed Clusters (Low Carb),"Clusters of pumpkin seeds, oats, and dark chocolate. Magnesium and tryptophan for calm.",magnesium;tryptophan;fiber,220,3.6,107.5,0.25,42.6,5,vegan
MEAL-0322,luteal,snack,Frozen Banana Bites (Seasonal),"Banana slices dipped in dark chocolate and frozen. Sweet, magnesium-rich treat.",magnesium;potassium;antioxidants,195,2.4,126.4,0.42,33.8,7,vegan;gluten_free
MEAL-0323,luteal,lunch,Sweet Potato and Black Bean Bowl (Light Version),"Roasted sweet potato with black beans, quinoa, and avocado lime dressing. Complex carbs and magnesium.",magnesium;vitamin_b6;fiber,698,4.5,123.3,0.47,18.7,40,vegan;gluten_free
MEAL-0324,luteal,lunch,Chickpea and Brown Rice Salad (High Protein),"Chickpeas with brown rice, roasted peppers, and lemon-tahini dressing. B6 and magnesium-rich.",vitamin_b6;magnesium;protein,660,3.3,101.5,0.7,33.5,24,vegan;gluten_free
MEAL-0325,luteal,lunch,Turkey and Sweet Potato Wrap (Quick Prep),Sliced turkey with mashed sweet potato and spinach in a wholegrain wrap. B6 and complex carbs.,vitamin_b6;magnesium;protein,504,3.8,99.9,0.77,39.0,33,dairy_free
MEAL-0326,luteal,lunch,Mushroom and Barley Soup (Family Size),"Hearty mushroom soup with pearl barley, thyme, and root vegetables. Warming, magnesium-rich comfort food.",magnesium;fiber;vitamin_d,757,3.9,72.1,0.67,25.0,18,vegan
MEAL-0327,luteal,lunch,Baked Falafel Bowl (Low Carb),"Baked falafel with brown rice, pickled turnip, hummus, and tabbouleh. Magnesium and B6 from chickpeas.",magnesium;vitamin_b6;fiber,756,3.1,129.7,0.67,27.8,33,vegan
MEAL-0328,luteal,lunch,Lentil Dhal with Wholegrain Naan (Seasonal),"Yellow lentil dhal with spinach, served with wholegrain naan. Magnesium and B6 from lentils.",magnesium;vitamin_b6;iron,767,3.0,144.3,0.32,28.2,25,vegan
MEAL-0329,luteal,lunch,Brown Rice Sushi Rolls (Light Version),"Vegetable sushi with brown rice, avocado, and cucumber. Magnesium from brown rice and seaweed.",magnesium;fiber;iodine,513,4.3,84.9,0.69,32.6,28,vegan
MEAL-0330,luteal,dinner,Banana Curry with Brown Rice (High Protein),Ripe banana and chickpea curry in coconut milk with turmeric. Served over brown rice. B6 and magnesium.,vitamin_b6;magnesium;potassium,486,2.8,95.2,0.2,17.2,56,vegan;gluten_free
MEAL-0331,luteal,dinner,Stuffed Sweet Potatoes (Quick Prep),"Sweet potatoes stuffed with black beans, corn, avocado, and lime crema. Complex carbs and magnesium-rich.",magnesium;vitamin_b6;fiber,408,2.5,83.1,0.58,16.9,27,vegan;gluten_free
MEAL-0332,luteal,dinner,Salmon with Brown Rice and Broccoli (Family Size),"Baked salmon with brown rice and steamed broccoli. Omega-3, magnesium, and B6 in one plate.",omega3;magnesium;vitamin_b6,777,3.3,135.8,0.56,24.9,32,pescatarian;gluten_free
MEAL-0333,luteal,dinner,Chicken and Chickpea Tagine (Low Carb),"Slow-cooked chicken with chickpeas, dried apricots, and warming spices over couscous. B6 and magnesium.",vitamin_b6;magnesium;iron,598,4.0,74.6,0.38,31.2,34,dairy_free
MEAL-0334,luteal,dinner,Pumpkin and Sage Risotto (Seasonal),"Arborio rice with roasted pumpkin, sage, and parmesan. Rich in magnesium and complex carbs for mood support.",magnesium;vitamin_a;calcium,505,2.4,113.8,0.23,15.7,27,vegetarian;gluten_free
MEAL-0335,luteal,dinner,Black Bean Enchiladas (Light Version),"Corn tortillas stuffed with black beans, sweet potato, and cheese. Magnesium and complex carbs.",magnesium;vitamin_b6;calcium,471,2.1,149.1,0.59,23.1,41,vegetarian;gluten_free
MEAL-0336,luteal,dinner,Tofu and Vegetable Pad Thai (High Protein),"Rice noodles with tofu, bean sprouts, peanuts, and lime. Magnesium from tofu and peanuts.",magnesium;protein;vitamin_b6,824,2.8,128.8,0.77,40.0,35,vegan
MEAL-0337,menstrual,breakfast,Iron-Boosted Spinach Omelette (Quick Prep),"Eggs scrambled with baby spinach, cherry tomatoes, and feta cheese. Rich in iron and protein to support energy during menstruation.",iron;protein;folate,484,4.5,115.8,0.52,44.5,21,vegetarian
MEAL-0338,menstrual,breakfast,Dark Chocolate Overnight Oats (Family Size),"Rolled oats soaked in oat milk with dark chocolate chips, chia seeds, and banana. Provides magnesium and slow-release energy.",magnesium;iron;fiber,297,7.2,62.7,1.02,47.1,12,vegan
MEAL-0339,menstrual,breakfast,Ginger Turmeric Smoothie Bowl (Low Carb),"Blended mango, banana, ginger, and turmeric with almond milk. Topped with pumpkin seeds and hemp hearts. Anti-inflammatory and soothing.",vitamin_c;iron;omega3,546,5.6,94.8,0.94,19.1,25,vegan
MEAL-0340,menstrual,breakfast,Lentil and Spinach Breakfast Bowl (Seasonal),"Red lentils cooked with spinach, cumin, and topped with a poached egg. A warming iron-rich start to the day.",iron;protein;fiber,422,6.8,97.9,0.67,40.9,25,vegetarian
MEAL-0341,menstrual,breakfast,Salmon Avocado Toast (Light Version),"Smoked salmon on wholegrain toast with avocado, lemon, and black pepper. High in omega-3 for anti-inflammatory support.",omega3;protein;vitamin_d,524,8.8,72.8,0.66,15.1,25,pescatarian
MEAL-0342,menstrual,breakfast,Beetroot and Berry Smoothie (High Protein),"Beetroot, mixed berries, flaxseed, and oat milk blended. Iron-boosting and refreshing morning drink.",iron;antioxidants;fiber,395,4.8,51.2,0.74,19.4,12,vegan
MEAL-0343,menstrual,breakfast,Fortified Cereal with Dried Apricots (Quick Prep),"Iron-fortified cereal with dried apricots, pumpkin seeds, and almond milk. Easy iron-rich breakfast.",iron;fiber;vitamin_a,351,5.3,66.3,0.65,35.4,20,vegan
MEAL-0344,menstrual,snack,Trail Mix with Dark Chocolate (Family Size),"Almonds, cashews, dried apricots, pumpkin seeds, and dark chocolate pieces. Iron and magnesium-rich snack.",iron;magnesium;healthy_fats,198,4.4,62.2,0.73,35.0,10,vegan
MEAL-0345,menstrual,snack,Ginger Tea with Honey (Low Carb),Fresh ginger steeped in hot water with raw honey and lemon. Soothes cramps and aids digestion.,antioxidants;anti_inflammatory,173,7.0,116.6,0.61,44.9,9,vegetarian
MEAL-0346,menstrual,snack,Beetroot Hummus with Veggies (Seasonal),Roasted beetroot blended with chickpeas and tahini. Served with carrot and cucumber sticks. Rich in iron and folate.,iron;folate;fiber,148,5.7,108.8,0.78,45.5,8,vegan
